序号,名称,播放,弹幕数,收藏,硬币,评分(默认0分),评分人数(人数不足为0人),是否完结
2470,鲁邦三世 第二期,136240,18768,108,25988,0.0,0,1
2473,无敌龙卷风,10669,124,5,516,0.0,0,1
2474,超电磁机器人恐・巴特拉V,31026,351,13,1571,0.0,0,1
2475,钢铁杰克,26469,108,13,959,0.0,0,1
2476,钢铁杰克 剧场版,9300,43,7,272,0.0,0,1
2478,宇宙骑士铁甲人,97623,363,19,4875,0.0,0,1
2479,大魔神,40116,635,18,2630,0.0,0,1
2480,阿尔卑斯山的少女,319749,15897,270,27571,0.0,0,1
2481,ChargeMan研,212523,37631,190,2747,0.0,0,1
2482,铁甲飞天侠,14075,122,4,416,0.0,0,1
2483,恶魔人,46957,656,61,32711,0.0,0,1
2485,明日之丈,63361,1002,53,8787,0.0,0,1
2488,街头霸王 OVA,108340,1701,37,2235,0.0,0,1
2492,失落的宇宙 黑历史,0,0,0,2988,0.0,0,1
2493,少女革命 思春期默示录,218351,13524,294,9475,0.0,0,1
2495,超能力魔美 星空的跳舞娃娃,0,0,0,356,0.0,0,1
2496,城市猎人 剧场版,0,0,0,3850,0.0,0,1
2499,斗将戴莫斯 剧场版,23967,607,13,385,0.0,0,1
2500,魔法阵都市 剧场版 上篇,0,0,0,1068,0.0,0,1
2502,超音战士Borgman 最后一战,0,0,0,752,0.0,0,1
2503,超音战士 新世纪2058,0,0,0,707,0.0,0,1
2504,橙路 OVA,0,0,0,1362,0.0,0,1
2505,橙路 再回到往日,0,0,0,2166,0.0,0,1
2506,相聚一刻 完结篇,0,0,0,1868,0.0,0,1
2507,机动战舰大和抚子 OVA,0,0,0,2070,0.0,0,1
2508,机动战舰大和抚子 剧场版,0,0,0,2861,0.0,0,1
2514,葫芦兄弟,1009876,61463,1280,23088,9.7,112,1
2515,三毛流浪记,253319,7019,414,25072,0.0,0,1
2516,阿凡提的故事,314477,20430,919,22312,0.0,0,1
2517,邋遢大王奇遇记,408982,18431,437,21044,0.0,0,1
2518,黑猫警长,370111,22967,515,19175,9.6,128,1
2519,舒克和贝塔,447751,35303,666,25282,0.0,0,1
2520,葫芦小金刚,769440,50873,981,12998,0.0,0,1
2521,镜花缘,184810,9565,438,16419,0.0,0,1
2522,魔方大厦,701023,48694,641,39023,0.0,0,1
2523,自古英雄出少年,114903,2325,101,11117,0.0,0,1
2524,BRAVO东东,204407,23939,475,16445,0.0,0,1
2525,封神榜传奇,325324,19401,386,15685,0.0,0,1
2526,白鸽岛,90904,8694,252,5471,0.0,0,1
2527,隋唐英雄传 动画版,331058,26778,417,18996,0.0,0,1
2528,西游记 央视动画,1104192,190932,2885,42528,9.7,486,1
2529,哪吒传奇,804182,122561,1897,46602,9.6,274,1
2530,最强武将传·三国演义,2123504,199716,3695,74500,9.6,468,1
2531,小蝌蚪找妈妈,132941,6330,1086,11145,9.6,149,1
2532,没头脑和不高兴,187836,7030,539,15136,0.0,0,1
2533,哪吒闹海,150888,13764,731,13858,9.6,145,1
2534,天书奇谭,201182,15356,1038,25954,9.8,113,1
2535,宝莲灯,0,0,0,19184,0.0,0,1
2536,新版大闹天宫,176411,6663,396,10210,0.0,0,1
2537,九色鹿,141554,5474,1090,17992,0.0,0,1
2539,魔法少女小圆,8369036,449544,25521,694002,9.7,6024,1
2540,灰体,2045104,38922,8230,67136,9.5,208,1
2541,Punch Line,1397555,45731,1727,68462,9.3,194,1
2542,勇者大冒险 第一季,16188767,807352,26982,260916,9.7,1066,1
2543,狐妖小红娘,275506781,6346755,1223731,4131216,9.5,18751,0
2544,星之声,1132633,13064,2097,187310,9.0,199,1
2545,云之彼端，约定的地方,1664602,35491,6507,281209,9.0,194,1
2546,言叶之庭,6180921,307007,47144,777870,9.5,2015,1
2547,小魔女学园,552996,11811,1405,49283,9.6,220,1
2549,哆啦A梦 大雄的恐龙,253934,6020,255,10256,0.0,0,1
2550,哆啦A梦 大雄的宇宙开拓史,179137,4108,197,7521,0.0,0,1
2551,哆啦A梦 大雄的大魔境,188286,4839,193,6333,0.0,0,1
2552,哆啦A梦 大雄的海底鬼岩城,261123,7748,304,8856,0.0,0,1
2553,哆啦A梦 大雄的宇宙小战争,166336,6896,206,6165,0.0,0,1
2554,哆啦A梦 大雄与铁人兵团,200500,5573,214,6268,0.0,0,1
2555,哆啦A梦 大雄与龙骑士,141551,5312,177,6475,0.0,0,1
2556,哆啦A梦 大雄的平行西游记,340466,13961,345,10411,0.0,0,1
2557,哆啦A梦 大雄与日本诞生,214352,11046,332,8600,0.0,0,1
2558,哆啦A梦 大雄与动物行星,123709,5317,168,6239,0.0,0,1
2559,哆啦A梦 大雄的天方夜谭,155659,5466,189,6660,0.0,0,1
2561,哆啦A梦 大雄和白金迷宫,188160,6067,212,6490,0.0,0,1
2562,哆啦A梦 大雄与梦幻三剑士,181400,6375,281,6948,0.0,0,1
2563,哆啦A梦 大雄的创世日记,211046,6912,307,7372,0.0,0,1
2564,哆啦A梦 大雄与银河超特急,197321,7126,327,6399,0.0,0,1
2565,哆啦A梦 大雄的南海大冒险,236501,7618,267,7455,0.0,0,1
2566,哆啦A梦 大雄的太阳王传说,240774,7608,282,6852,0.0,0,1
2567,哆啦A梦 大雄与风之使者,172930,7009,279,7039,0.0,0,1
2568,哆啦A梦 大雄的猫狗时空传,280949,12336,498,7376,0.0,0,1
2569,幸腹涂鸦,2980376,111331,1610,109251,9.1,177,1
2571,Chaos Dragon 赤龙战役,4673704,226327,2270,168598,4.0,350,1
2572,Charlotte,39484059,914059,80625,1309055,8.6,4230,1
2574,魔法少女☆伊莉雅 2WEI!,229017,8984,0,89182,9.7,434,1
2575,魔法少女☆伊莉雅 2WEI HERZ!,10232990,389270,13695,441417,9.4,1065,1
2576,OVERLORD,99579577,1830696,115804,1850242,9.6,11306,1
2577,百万偶像,833012,19818,262,29788,0.0,0,1
2578,赤发白雪姬 第一季,10446518,765706,22238,412515,9.4,548,1
2579,创圣的大天使LOGOS,2363549,91219,1802,43092,0.0,0,1
2580,干物妹！小埋,81668760,4710270,147680,2306857,8.8,4200,1
2581,黑塔利亚 The World Twinkle 第6期,11141887,357437,18829,261603,9.6,500,1
2582,Classroom☆Crisis,3543340,116584,4016,118070,9.1,151,1
2583,空战魔导士候补生的教官,15976371,420469,8968,449026,5.6,402,1
2584,六花的勇者,14257586,666907,12750,521096,8.1,661,1
2585,乱步奇谭 Game of Laplace,11042391,789550,30386,395650,7.7,533,1
2586,沒有黃段子的無聊世界（僅限港澳台地區）,47491961,2965392,67382,712332,8.8,199,1
2587,迷糊餐厅 WORKING!!!,8550500,331092,20978,180850,9.6,622,1
2588,那就是声优！,6147515,414061,9978,173805,8.7,239,1
2589,青春×机关枪,7271507,570901,9550,256941,8.8,263,1
2590,若叶女孩,2930036,78204,3779,122432,9.2,135,1
2591,噬神者,16735283,410219,26084,605276,8.9,570,1
2592,学园孤岛,14607742,967777,22676,539993,9.1,1456,1
2593,洲崎西 THE ANIMATION,1542436,25501,2294,36335,0.0,0,1
2594,偶像大师 灰姑娘女孩 第2期,1730997,84407,4136,85604,9.4,179,1
2595,无头骑士异闻录×2 转,8419216,521039,16541,397464,9.2,463,1
2596,英雄别闹,4301333,79352,4683,50809,0.0,0,1
2597,东京教父,473595,16022,2962,83909,9.7,461,1
2598,新网球王子 OVA 对战Genius10,3773368,259394,4234,147406,9.3,252,1
2599,VENUS PROJECT -CLIMAX-,734346,11201,108,26823,0.0,0,1
2601,GANGSTA.,12435106,468351,22057,453657,9.4,863,1
2602,和歌子酒 动画,6949672,49687,3521,137973,9.6,303,1
2604,网球并不可笑嘛 第五季,825533,3632,766,14398,0.0,0,1
2608,怪兽酒场干杯！,628786,5082,363,10259,0.0,0,1
2610,枕男子,6145143,278252,3021,126227,0.0,0,1
2611,魔物娘的同居日常（港澳台）,680686,6209,157,72505,8.5,128,1
2612,科学小飞侠Crowds insight,21787,1391,188,12636,9.6,120,1
2613,城下町的蒲公英,634623,30379,2239,116535,9.3,510,1
2614,群居姐妹,11136540,74266,4396,297058,9.5,356,1
2615,乌瑟的穷困生活 梦幻篇,773412,21946,872,28102,0.0,0,1
2617,黑白小姐 第二季,1563073,44513,1726,64952,0.0,0,1
2622,茄子·安达卢西亚之夏,47175,1337,115,4101,0.0,0,1
2627,纯情罗曼史3,8221462,474509,9605,305644,9.6,496,1
2628,純情羅曼史 第3季（台港澳）,289906,2833,54,21492,0.0,0,1
2629,疯狂时代 第一季,204440,5787,1294,5349,0.0,0,1
2631,端脑,8767988,345693,10263,201362,9.0,460,1
2632,雏蜂,4871317,1085984,16599,180542,6.4,130,0
2644,混沌白书,286520,6772,2055,13030,0.0,0,1
2645,择天记,6490867,191031,4209,182424,0.0,0,1
2646,择天记 Q版小剧场,752511,3666,208,12252,0.0,0,1
2647,口水三国,45450061,197148,76679,238957,9.3,313,1
2648,虫师 续章 铃之雫,519828,15508,4224,43245,9.6,141,1
2649,我叫白小飞,11799195,147540,5440,136847,7.3,149,1
2654,怪化猫,4023136,204596,10316,488576,9.8,2977,1
2655,CLANNAD 另一个世界 智代篇,789242,47226,2472,64164,9.4,371,1
2656,绝对防卫利维坦,336041,13065,270,39482,0.0,0,1
2658,雏蜂 日语版,1616020,99144,2337,37013,0.0,0,0
2659,植木的法则,266119,14970,220,18293,0.0,0,1
2660,我的妹妹不可能那么可爱 第一季,13864964,1068544,33164,999422,9.0,1843,1
2661,我的妹妹不可能那么可爱 第二季,12356918,2625506,48948,464173,8.8,1559,1
2662,星球流浪记,76877,8363,72,3855,0.0,0,1
2663,飞跃巅峰!,381134,23157,943,25158,9.5,141,1
2664,回忆三部曲 Memories,177763,4566,1047,36824,9.7,142,1
2665,飞跃巅峰2!,181785,6516,416,14526,9.6,124,1
2666,比基尼勇士（台港澳）,71211,92,11,10687,0.0,0,1
2667,我女友与青梅竹马的惨烈修罗场,9324075,1171988,27895,756377,8.9,1485,1
2668,小马宝莉 第一季,1343928,87018,1647,77702,9.8,408,1
2669,小马宝莉 第二季,808954,66699,950,20046,9.9,171,1
2670,小马宝莉 第三季,560260,29455,690,17278,9.9,118,1
2671,小马宝莉 第四季,915599,66221,967,19083,9.8,153,1
2672,小马宝莉 第五季,951478,76401,1219,28611,9.9,266,1
2673,我的脑内选项正在全力妨碍学园恋爱喜剧,20867627,784290,20549,710093,9.1,1420,1
2674,东之伊甸,730344,19218,1097,107463,8.5,189,1
2675,东之伊甸Ⅰ-The King of Eden,267566,7003,273,12328,0.0,0,1
2676,境界线上的地平线,4633497,124307,7560,473745,9.3,579,1
2677,境界线上的地平线II,1977973,62950,3786,174244,9.6,429,1
2678,轮回的拉格朗日,285156,9817,216,40583,0.0,0,1
2679,轮回的拉格朗日 第二季,76243,4466,101,11012,0.0,0,1
2680,男子高中生的日常,14223405,935130,37427,928802,9.7,4368,1
2681,男子高中生的日常 SP,3538569,24625,1713,63829,9.7,472,1
2682,萝球社！,1147254,114695,2678,147550,8.8,203,1
2683,萝球社！SS,663761,67821,1887,53774,9.0,139,1
2684,偶像大师,1127766,242148,3038,94056,9.6,540,1
2685,偶像大师 剧场版 向着光辉的彼岸！,334882,26347,2539,15628,9.7,170,1
2688,秒速五厘米,6244506,315619,30863,1050467,9.4,2073,1
2690,我叫MT 第一季,680762,23685,1106,33565,0.0,0,1
2691,我叫MT 第二季,422191,16624,615,9704,0.0,0,1
2692,我叫MT 第三季,386304,13330,689,7885,0.0,0,1
2694,我叫MT 第四季,452987,19673,602,8131,0.0,0,1
2695,我叫MT 第五季,407404,18277,902,7895,0.0,0,1
2696,我叫MT 第六季,1098690,45975,1594,13461,0.0,0,1
2698,野良耳,68759,1763,26,4493,0.0,0,1
2699,超级肥皂,93814,1856,293,8338,0.0,0,1
2700,银河机攻队MAJESTIC PRINCE,795768,29488,1074,37847,0.0,0,1
2702,战斗妖精雪风,254857,7470,496,30695,9.7,182,1
2703,圣母在上 ~春~,179584,19513,499,10170,0.0,0,1
2704,圣母在上 第三季,136862,16739,380,8585,0.0,0,1
2705,圣母在上 第四季,226195,19329,472,9656,0.0,0,1
2708,黑塔利亚 Axis Powers,4983792,476264,8001,300869,9.4,525,1
2709,快递侠 第一季,199959,2713,318,5145,0.0,0,1
2710,山口山战记 草裙娃娃,2000851,52055,11110,21812,0.0,0,1
2711,黑塔利亚 World Series 第3期,2155798,307274,3556,87360,9.3,175,1
2712,黑塔利亚 The Beautiful World 第5期,1400975,137598,2653,80980,9.5,212,1
2714,有你的小镇,1109652,62980,1736,129251,7.9,198,1
2717,女神异闻录4,1810245,62656,2521,156544,9.6,385,1
2718,"DIABOLIK LOVERS MORE,BLOOD",5567316,229277,3512,236717,0.0,0,1
2719,枪与假面舞会,2916530,155952,2987,156114,0.0,0,1
2720,青年黑杰克,5951363,234323,7272,216922,8.6,125,1
2721,骇客娃娃,2376010,70216,2995,99991,9.2,156,1
2722,学战都市Asterisk,44504582,1213306,46145,1038705,7.4,713,1
2724,对魔导学园35试验小队,14649833,440048,16794,516241,8.1,366,1
2725,K RETURN OF KINGS,46179746,972739,90743,1049294,8.6,1127,1
2726,全部成为F -THE PERFECT INSIDER-,4165701,107304,6234,223542,8.9,333,1
2729,温泉幼精箱根酱,3149126,33851,2166,114182,0.0,0,1
2730,我被绑架到贵族女校当庶民样本,26379704,1289676,40020,780224,7.5,745,1
2731,野良神,11723749,749688,31140,1113244,9.3,2233,1
2732,野良神 ARAGOTO,56543984,1613823,106689,1242390,9.3,2297,1
2733,不思议美眉,864896,9449,940,31790,0.0,0,1
2735,高校星歌剧,3949026,376379,8103,144901,9.5,148,1
2738,侦探小队KZ事件簿,994041,25980,851,37371,0.0,0,1
2740,重装武器,22220284,627863,37786,494056,8.8,532,1
2741,Concrete Revolutio 超人幻想 第一季,5250990,152369,10073,238283,9.4,375,1
2742,樱子小姐的脚下埋着尸体,15844877,540798,25295,745675,9.0,947,1
2743,落第骑士英雄谭,32755534,1324686,73893,935522,9.0,1896,1
2744,小森同学拒绝不了！,5407435,54631,3363,174777,8.4,137,1
2745,彗星路西法,4503538,227732,3874,186984,0.0,0,1
2746,Dance with Devils,4153995,332564,2996,202304,0.0,0,1
2747,终物语,9316876,234268,26327,548527,9.6,1019,1
2760,终结的炽天使 名古屋决战篇,22110161,1002882,32781,713030,7.8,732,1
2761,传颂之物 虚伪的假面,19626705,568373,46654,415854,8.7,548,1
2763,雨色可可 欢迎来到RAINY COLOR！,804153,12512,308,64163,0.0,0,1
2764,绯弹的亚里亚 AA,9536794,416724,11404,398746,7.3,221,1
2765,动画锻炼！EX,3657258,39752,3600,171784,0.0,0,1
2767,女高中生给你做饭了！,2126115,29823,1156,72420,0.0,0,1
2769,双恋Alternative,504832,14366,774,34601,0.0,0,1
2771,我们这一家 新篇,3327695,108084,7313,82879,0.0,0,1
2774,牙狼 -红莲之月-,1992183,50700,2689,65038,0.0,0,1
2776,双面骑士,705132,30017,1151,50625,9.6,128,1
2782,"I""s Pure",180921,5864,306,32546,0.0,0,1
2783,狗与剪刀的正确用法,4269072,236837,8153,307290,8.5,541,1
2785,无家可归的小孩,36268,1058,44,6808,0.0,0,1
2786,NINETEEN 19,27922,822,127,6739,0.0,0,1
2791,黑白小姐 第三季,1052196,25682,1580,72380,0.0,0,1
2792,网球并不可笑嘛 第六季,887874,4310,901,20941,0.0,0,1
2794,家有穆珂,2737822,107324,7294,77397,9.4,108,1
2795,KOWABON,5495560,108711,2839,210901,0.0,0,1
2796,不可思议星球的双胞胎公主 Gyu,393818,30166,313,34075,0.0,0,1
2797,怪医黑杰克 OVA（1993）,54730,4098,189,10820,9.6,101,1
2800,玉响～毕业写真～,485564,8203,1997,30887,0.0,0,1
2804,被狙击的学园,368887,22100,1388,89671,8.5,183,1
2809,凉宫春日的消失,672296,62316,4933,96225,9.7,1620,1
2814,一周的朋友。SP,231884,319,483,37283,9.6,119,1
2820,阳光中的青时雨,217406,7250,604,69689,0.0,0,1
2821,彗星公主,98515,4171,73,8809,0.0,0,1
2825,花田少年史,273353,14597,522,18695,9.7,141,1
2828,暗黑之猫 Dark Cat,5849,126,6,610,0.0,0,1
2829,笨笨森林日志,30148,1056,52,4408,0.0,0,1
2834,鲁邦三世：次元大介的墓碑,194913,1598,100,8125,0.0,0,1
2836,滑头鬼之孙 第一季【中文】,701795,17357,315,20417,0.0,0,1
2837,滑头鬼之孙 第二季【中文】,0,0,0,10707,0.0,0,1
2838,恋爱☆迁都 COI☆SENTO,25954,613,64,8638,0.0,0,1
2840,米老鼠的黑白动画片生涯,311691,12288,481,31831,9.6,160,1
2843,Fate/stay night [Unlimited Blade Works] 特典,3539514,89659,10355,683263,8.9,697,1
2844,境界的彼方 -I'LL BE HERE- 未来篇,1992156,169840,12809,222650,9.1,407,1
2845,女神异闻录3 剧场版 #1 Spring of Birth,287073,9181,720,104969,9.4,143,1
2846,时间支配者,787272,10685,2472,71619,0.0,0,1
2848,影鳄,3494554,76543,3290,97977,9.3,114,1
2849,浪漫追星社,109727,5376,200,8381,0.0,0,1
2850,浪漫追星社  特典,0,0,0,837,0.0,0,1
2853,翼·年代记 鸟笼国的公主,0,0,0,33102,0.0,0,1
2854,翼·年代记 东京默示录,0,0,0,37844,9.7,217,1
2855,翼·年代记 春雷记,137481,103,0,37817,9.6,204,1
2857,邻座的怪同学 OAD,0,0,0,33828,0.0,0,1
2861,无口的森田小姐 OVA,0,0,0,3580,0.0,0,1
2862,地球少女,28457,477,14,3474,0.0,0,1
2864,魔法科高校的劣等生 简单易懂的魔法科！,0,0,0,57505,0.0,0,1
2866,圣诞之吻SS+ SP,0,0,0,27207,0.0,0,1
2871,闪乱神乐 SP,0,0,0,15002,0.0,0,1
2872,Peeping Life,161439,3445,117,8499,0.0,0,1
2873,变形金刚大电影,176005,5812,169,6843,0.0,0,1
2876,猫眼三姐妹,930409,60454,1301,79493,9.6,258,1
2880,奥祖玛,11741,150,5,1663,0.0,0,1
2882,英雄传说 空之轨迹,303833,8049,389,48518,0.0,0,1
2884,初音岛 T.P.樱,71383,1593,51,16122,0.0,0,1
2885,火球 魅力之章,73407,651,89,6812,0.0,0,1
2888,To Heart 2,455242,14610,365,62838,0.0,0,1
2889,To Heart2 OVA,291655,8129,220,14691,0.0,0,1
2890,少女与战车,821588,74451,1732,183436,9.7,1368,1
2893,紫式部 源氏物语,309479,7804,250,32915,0.0,0,1
2894,RWBY 第三季,6165875,140212,17217,161057,9.2,311,1
2898,流星之洛克人,121383,3453,90,5823,0.0,0,1
2900,小马宝莉 小马国女孩,1118490,88475,1996,28192,9.7,167,1
2903,学生会的一己之见 Lv.2 EX,0,0,0,32539,9.4,101,1
2905,心之国爱丽丝 剧场版,169268,3260,126,24907,0.0,0,1
2906,四娘物语,118288,4753,181,30891,0.0,0,1
2907,千子,232921,2726,319,62432,0.0,0,1
2908,星际迷航,85680,4436,133,8780,0.0,0,1
2913,狼雨,296948,16543,527,18368,0.0,0,1
2915,食梦者 【中文】,125244,3476,97,7465,0.0,0,1
2916,食梦者。2【中文】,43039,1562,39,2588,0.0,0,1
2917,食梦者。3【中文】,53011,1300,48,3336,0.0,0,1
2921,侦探歌剧 少女福尔摩斯 OVA,14021,444,26,6162,0.0,0,1
2925,疯味英雄 ,12098053,292050,238896,368675,9.5,821,1
2932,打工吧！魔王大人,24406000,435875,21606,591071,9.6,2490,1
2933,.HACK//Quantum,65967,1234,85,10405,0.0,0,1
2941,潜行吧！奈亚子F,780214,23082,1395,66620,9.4,120,1
2946,妖魔,51083,1337,30,5240,0.0,0,1
2947,布雷斯塔警长,32161,283,31,3079,0.0,0,1
2949,地狱一家客,141619,2420,115,21260,0.0,0,1
2952,魔女的考验【中文】,458317,25700,320,28108,0.0,0,1
2953,拽妹黛薇儿 第一季,511572,13543,625,49909,0.0,0,1
2954,拽妹黛薇儿 第二季,247946,10744,370,11584,0.0,0,1
2955,拽妹黛薇儿 第三季,192951,8665,305,8001,0.0,0,1
2956,拽妹黛薇儿 第四季,156027,6396,204,7854,0.0,0,1
2958,蜜桃女孩,226701,13553,99,11681,0.0,0,1
2960,长歌行,3237629,77305,61202,217269,9.6,657,1
2967,那年那兔那些事儿 第二季,24321275,478560,142935,419995,9.1,609,1
2968,高地人：复仇之旅,61765,2476,55,10751,0.0,0,1
2974,应避忌之狼,70632,2040,77,9236,0.0,0,1
2978,浜虎SD（迷你浜虎）,366924,6665,502,53869,0.0,0,1
2980,BLACK CAT,0,0,0,86020,9.3,119,1
2981,格林童话剧场【中文】,158542,8737,105,15544,0.0,0,1
2983,佛兰德斯的狗,64458,3591,318,23589,0.0,0,1
2984,闯闯闯！我是闯堂兔！,41055,218,30,915,0.0,0,1
2988,特别的她,246436,6285,966,49238,9.7,418,1
2989,如果高中棒球社女经理读过杜拉克的《管理学》的话,143712,3700,162,14434,0.0,0,1
2990,恐怖！僵尸猫,5913754,41998,4632,96097,0.0,0,1
2992,京四郎和永远的天空,346939,9798,137,46041,0.0,0,1
2993,绯弹的亚里亚,7571167,529936,15168,572349,8.4,653,1
2996,君吻Pure Rouge,887240,45288,1240,93366,8.6,149,1
2997,海豚便利店,5559,171,20,1492,0.0,0,1
2998,英国恋物语艾玛,448827,27512,706,39379,0.0,0,1
2999,英国恋物语艾玛 第二幕,0,0,0,7586,0.0,0,1
3003,消防员山姆,42479,315,12,898,0.0,0,1
3005,GA 艺术科美术设计班 OVA,0,0,0,3962,0.0,0,1
3008,星际牛仔 天国之扉,251416,7099,1356,19765,9.6,239,1
3012,希曼的新冒险,23519,117,14,2130,0.0,0,1
3015,拽妹黛薇儿 剧场版,12944,877,49,6129,0.0,0,1
3019,星空奇迹,33389,976,24,15552,0.0,0,1
3022,画江湖之灵主,26118175,780585,55019,341000,8.4,271,1
3023,画江湖之不良人 第一季,29165838,1099591,22778,278862,8.5,209,1
3041,银河铁道之夜,63663,3864,179,17653,0.0,0,1
3042,从前有座灵剑山,24696779,771779,95964,712376,8.1,361,1
3044,贤治之春,28500,1211,107,10073,0.0,0,1
3046,莎拉公主,84775,8460,94,10631,0.0,0,1
3047,FLAG,30734,544,38,9260,0.0,0,1
3048,CROSSANGE 天使与龙的轮舞,13083045,321987,5395,199110,8.7,861,1
3049,哥普拉,50812,935,38,5607,0.0,0,1
3050,星星公主,77908,5384,77,11666,0.0,0,1
3053,银河铁道之夜 2006,53221,1623,274,15456,0.0,0,1
3054,游☆戏☆王 Duel Monsters,10039777,1277649,12412,186793,9.7,1281,1
3055,土方岁三 白之轨迹,14241,460,20,3180,0.0,0,1
3058,神枪少女 -IL TEATRINO- OVA,0,0,0,4967,0.0,0,1
3068,Love Live! School Idol Project,11344048,1442022,51252,851210,9.4,2510,1
3070,早安恋味糕点店,535182,20504,396,58573,0.0,0,1
3071,Love Live! School Idol Project（第二季）,15298139,1225254,43649,413694,9.6,1915,1
3072,晨曦公主,9551949,318990,4069,147361,9.6,508,1
3074,拖拉机司机,84375,1481,137,3714,0.0,0,1
3075,GJ部@,194910,15121,1276,23406,9.6,140,1
3077,出云传奇,99424,2308,53,17131,0.0,0,1
3079,我的小行星【中文】,7000,97,19,1345,0.0,0,1
3082,无敌超人赞波3,19580,365,17,1554,0.0,0,1
3085,阿莱蒂公主,67965,4281,234,28098,0.0,0,1
3088,哥谭妹子 第一季,87854,777,97,11648,0.0,0,1
3089,哥谭妹子 第二季,67351,1136,84,2588,0.0,0,1
3090,哥谭妹子 第三季,37277,712,68,2786,0.0,0,1
3093,我要上太空,13846,257,28,2030,0.0,0,1
3097,梦幻之星online2,4710656,124240,7143,172551,0.0,0,1
3100,石膏男孩,6100976,200128,15165,214838,8.4,185,1
3101,无头骑士异闻录×2 结,5796174,350282,25646,291312,9.3,622,1
3102,魔法护士小麦R,726112,47266,1982,30843,0.0,0,1
3106,苍之彼方的四重奏,12618274,442613,40184,602307,7.4,444,1
3107,赤发白雪姬 第二季,6260200,354537,19411,263395,9.5,403,1
3114,红壳的潘多拉,3242061,144287,10969,166206,8.7,158,1
3115,黑之宣告,5177107,149545,10636,250069,7.5,196,1
3116,房东妹子青春期！,11268411,92688,15232,314058,8.8,334,1
3119,少女们向荒野进发,6090535,251812,13974,310193,7.0,146,1
3120,粗点心战争,16692938,735461,45210,687934,9.0,1126,1
3126,魔法少女什么的已经够了啦。,4342355,56120,6304,143344,8.3,110,1
3128,舞武器舞乱伎,5105544,166028,11218,222289,0.0,0,1
3129,简单易懂的现代魔法,539715,13239,496,81669,0.0,0,1
3130,天才宝贝,82004,3362,84,6140,0.0,0,1
3132,超地下偶像,12462,211,11,1157,0.0,0,1
3134,最强机器人 大王者,19100,167,10,1072,0.0,0,1
3135,归宅部活动记录,1000279,48747,3034,102921,9.6,285,1
3145,神不在的星期天,1574904,78165,4786,204236,9.1,449,1
3147,仙乐传说 西尔瓦蓝特篇,74125,3430,120,11594,0.0,0,1
3148,永井豪的Q版世界,32521,1842,70,2188,0.0,0,1
